state,area_nr,area_name,total_n,germans_n,foreigner_n,pop_move_n,pop_migr_background_n,income,unemp_n,votes_total,afd_votes,afd_prop,east,state_id,total_n_z,germans_n_z,foreigner_n_z,pop_move_n_z,pop_migr_background_n_z,income_z,unemp_n_z,votes_total_z,afd_votes_z,afd_prop_z
Bayern,223,Bad Tölz-Wolfratshausen – Miesbach,223200,198300,24899,3392640,37943,26258,6472,131817,15407000,0.11688173756040571,0,2,-1.3634717726477028,-1.689978422969282,-0.21587581915404913,-0.29455692903777886,-0.5043333226019439,2.230033576742966,-1.5015568794552305,-1.1851360618465232,-0.5071426645537714,-0.1959599342009304
Bayern,224,Starnberg – Landsberg am Lech,290700,258500,32199,4186080,45058,29060,8430,176259,17450000,0.09900203677542707,0,2,0.41897305028177356,0.4473625473900016,0.17470608502044152,0.2649082857298477,-0.26882691434279066,3.4275403087067313,-1.21523840086573,1.0349401989092493,-0.26328923036935,-0.5233069706782024
Bayern,225,Traunstein,278100,248400,29700,3893400,53951,22259,10845,159568,19183000,0.12021833951669508,0,2,0.08625001666827131,0.08877211880812842,0.040998663303722045,0.058535681552860236,0.025531270990821277,0.5209581230944665,-0.8620927799292416,0.2011502509259317,-0.05643754097062143,-0.1348724039659047
Bayern,226,Weilheim,220300,199200,21100,3679010,29960,24017,7269,133560,16143000,0.1208670260557053,0,2,-1.4400508835587469,-1.6580248204223824,-0.41913892243608886,-0.09263359072233569,-0.7685705196691005,1.2722846165963577,-1.3850115130426504,-1.0980654322057035,-0.41929336080451335,-0.12299605219126576
Bayern,227,Deggendorf,208400,197200,11200,1979800,22715,20088,7502,118755,22765000,0.1916971916971917,0,2,-1.7542893041937213,-1.7290328260821592,-0.94883218974122,-1.2907694139544625,-1.008379926252033,-0.40687453753841485,-1.3509399065506413,-1.8376412622873652,0.3711116520047078,1.173784307545754
Bayern,228,Landshut,336100,301200,34900,7058100,57137,22276,10755,191694,28059000,0.14637390841653886,0,2,1.6178322348891547,1.9633834682262377,0.31922138956500307,2.2900082127777894,0.1309878299105208,0.5282235101192289,-0.8752534862995455,1.8059873409092795,1.0030059645707026,0.343991759909486
Bayern,229,Passau,225200,208900,16299,3265399,28600,20065,9458,130571,20968000,0.16058696035107337,0,2,-1.3106585927090515,-1.3136359929724646,-0.6760134048938601,-0.3842762693688027,-0.8135865021332535,-0.41670417880721095,-1.064913888102703,-1.2473793231961856,0.15662089271473945,0.6042086665579598
Bayern,230,Rottal-Inn,220000,201100,18900,2420000,30800,21229,6820,123504,20381000,0.165022995206633,0,2,-1.4479728605495445,-1.5905672150455943,-0.5368485373927847,-0.9803784738194691,-0.7407665305000649,0.08076114453533811,-1.4506688148233888,-1.600407515778901,0.08655629855602413,0.6854249509432839
Bayern,231,Straubing,222400,207200,15200,2802240,23796,20576,9118,128207,23580000,0.18392131474880466,0,2,-1.3845970446231632,-1.3739927977832749,-0.7348147080017731,-0.7108559091733994,-0.9725988401904526,-0.19831519235700254,-1.1146321121682956,-1.3654716745851114,0.468390432650965,1.0314211715135826
Bayern,232,Amberg,275800,258200,17600,3061380,34750,21131,8549,168203,21540000,0.1280595470948794,0,2,0.025514859738822494,0.43671134654103505,-0.6064042189581049,-0.5281328100671244,-0.6100215814313853,0.038878325216120065,-1.1978370224427726,0.6325070420610313,0.22489507986769544,0.008686825239889435
Bayern,233,Regensburg,334900,302700,32199,5257929,62961,21814,9042,197663,25628000,0.1296550188957974,0,2,1.5861443269259639,2.0166394724710703,0.17470608502044152,1.0206834306475048,0.32376215481583465,0.33077593332862953,-1.1257455975476633,2.104165532719981,0.7128406691706396,0.0378972114814947
Bayern,234,Schwandorf,271200,256700,14500,2657760,23594,20358,9492,161282,28007000,0.17365236046179983,0,2,-0.09595545412007515,0.38345534229620243,-0.7722677673061763,-0.8127307002472383,-0.9792850375858636,-0.29148309655689575,-1.0599420656961438,0.28677220112923923,0.9967992202840701,0.8434140122217597
Bayern,235,Weiden,210400,200500,9900,1157200,20829,20390,9257,129339,17407000,0.13458430945035912,0,2,-1.70147612425507,-1.6118696167435274,-1.0183878713065402,-1.870795736887324,-1.0708065019339392,-0.277807073922049,-1.0943061323297152,-1.308923222058773,-0.2684217304525267,0.1281441722319131
Bayern,236,Bamberg,234300,218000,16300,3163050,29287,21716,7966,144418,18394000,0.12736639477073494,0,2,-1.0703586239881888,-0.9905495672204799,-0.6759599005234251,-0.45644392573381054,-0.7908468109914351,0.2888931140094115,-1.2830891537081857,-0.555659869015789,-0.15061294947356246,-0.004003619743767755
Bayern,237,Bayreuth,204500,193400,11099,1370150,28016,21698,8793,126522,13564000,0.10720665180759077,0,2,-1.857275005074091,-1.8639480368357353,-0.954236131155141,-1.7206418279783127,-0.8329168946031544,0.2812003512773102,-1.1621568851721709,-1.4496449453509068,-0.7271240053280684,-0.37309436653484546
Bayern,238,Coburg,198700,188500,10199,1112719,23247,24053,7351,122179,14210000,0.11630476595814337,0,2,-2.0104332268961795,-2.0379176507021888,-1.0023900645465167,-1.9021598882006923,-0.9907707331116438,1.28767014206056,-1.3730206472385957,-1.6665971797342,-0.6500171436133664,-0.20652330695551221
Bayern,239,Hof,211400,196800,14599,1522080,28327,21143,10358,125791,16606000,0.1320126241146028,0,2,-1.6750695342857445,-1.7432344272141147,-0.766970834633125,-1.6135139417113669,-0.8226227986131901,0.044006833704187585,-0.9333068243996638,-1.4861616580688868,-0.36402946456007523,0.08106096969201675
Bayern,240,Kulmbach,210500,202700,7800,1136700,18945,21623,7578,133911,18000000,0.1344176355937899,0,2,-1.6988354652581374,-1.533760810517773,-1.1307470492197498,-1.8852505625864775,-1.1331668776416335,0.2491471732268882,-1.3398264211712736,-1.0805314155654695,-0.19764097349150767,0.1250926562327188
Bayern,241,Ansbach,315800,291800,24000,4673840,45475,21613,10737,184421,21734000,0.11784991947771675,0,2,1.0817784585118455,1.6296458416252864,-0.2639762481749898,0.6088344214868773,-0.25502421971959083,0.2448734161534986,-0.8778856275736063,1.4426685288738912,0.24805101047551617,-0.1782341632154943
Bayern,242,Erlangen,242500,215900,26599,3346500,49470,24270,7275,147370,13953000,0.09468005699938929,0,2,-0.8538245862397191,-1.0651079731632456,-0.12491838941478418,-0.3270908635626053,-0.12278977123114153,1.3804106705531145,-1.3841341326179635,-0.40819429316971906,-0.6806927836453763,-0.6024350997456241
Bayern,243,Fürth,337200,304000,33199,4417320,69125,22885,12813,197343,23032000,0.11671049897893515,0,2,1.6468794838554128,2.062794676149925,0.22821045545530325,0.4279587196162991,0.5277904753371867,0.7884953158886553,-0.5743120006319293,2.0881801044439845,0.402980896707224,-0.19909502258127132
Bayern,244,Nürnberg-Nord,285300,224400,60900,4821570,103849,21791,17973,145304,14503000,0.09981142982987391,0,2,0.27637746444741546,-0.7633239491091939,1.710335020871408,0.7130008312691185,1.6771544276057508,0.32094629205983344,0.1802351645988283,-0.5114002144766231,-0.615044526767534,-0.5084883548129383
Bayern,245,Nürnberg-Süd,265100,217700,47400,4374150,91724,22126,15640,130978,18679000,0.14261173632213042,0,2,-0.25703565293296116,-1.0012007680694464,0.9880260200007747,0.39751897203422804,1.2758170839455638,0.46411715401838494,-0.16091959053360536,-1.2270478566076521,-0.1165952163641351,0.275112761282353
Bayern,246,Roth,292800,272500,20300,3835680,36014,24299,7612,184545,21357000,0.11572787125091441,0,2,0.47442688921735726,0.9444185870084396,-0.46194241878397824,0.017836533291633924,-0.5681831977294078,1.3928045660659443,-1.3348545987647145,1.4488628823308398,0.20305211439743154,-0.21708527189227894
Bayern,247,Aschaffenburg,242700,218100,24599,2257110,47811,23305,9222,143378,16634000,0.11601500927617905,0,2,-0.848543268245854,-0.986999166937491,-0.23192713028450765,-1.0952344034845964,-0.17770264983998693,0.9679931129710183,-1.0994241848070554,-0.6076125109127785,-0.3606873714826578,-0.21182826100822183
Bayern,248,Bad Kissingen,267400,256500,10899,1791580,29146,20817,8824,169903,19653000,0.11567188336874569,0,2,-0.19630049600351235,0.3763545417302247,-0.9649370052421133,-1.423485867276154,-0.7955139091733803,-0.09531764688831326,-1.157623752977955,0.717429629777264,-3.3812145682893274e-4,-0.21811031518170393
Bayern,249,Main-Spessart,254600,234700,19900,1527600,38190,21936,6619,155959,16856000,0.10807968761020524,0,2,-0.5343048476108797,-0.3976327199613431,-0.4833441669579229,-1.6096217154743264,-0.49615762578676315,0.3829157696239826,-1.4800610590504009,0.020864592650705952,-0.3341893477974196,-0.35711055974963896
Bayern,250,Schweinfurt,256100,237000,19100,2945150,42256,21354,9219,154940,18904000,0.12200851942687492,0,2,-0.49469496265689133,-0.31597351345259966,-0.5261476633058123,-0.610088146214081,-0.36157307821378815,0.13418310795270808,-1.099862875019399,-0.030039005515671173,-0.08973911127774507,-0.10209724204312541
Bayern,251,Würzburg,285300,265300,20000,1968570,46503,23105,8559,181902,15769000,0.0866895361238469,0,2,0.27637746444741546,0.6887897666332429,-0.4779937299144368,-1.2986878379838038,-0.22099743297462815,0.8825179715032264,-1.196374721734961,1.3168332356637793,-0.4639341754814461,-0.7487280025170228
Bayern,252,Augsburg-Stadt,314100,256300,57800,5622390,109620,18877,16961,152057,21013000,0.13819159920293048,0,2,1.036887255563992,0.36925374116424703,1.5444714725233366,1.2776697832884403,1.868174453194447,-0.924426519125895,0.03225033296829985,-0.1740577233897293,0.16199211373201747,0.19418753752195897
Bayern,253,Augsburg-Land,324800,299300,25500,4157440,49694,23625,8444,197838,27042000,0.13668759287902224,0,2,1.3194377682357756,1.8959258628494495,-0.18371969252269724,0.2447138365579572,-0.11537537411939869,1.1047533393194855,-1.2131911798747939,2.112907563808417,0.8816163695802196,0.1666517292388549
Bayern,254,Donau-Ries,249800,230400,19400,2822740,34222,23203,5495,146826,21588000,0.14703117976380206,0,2,-0.6610564794636424,-0.5502999321298633,-0.5100963521753538,-0.6964010834742459,-0.6274983746233506,0.9244007908224444,-1.6444236586084187,-0.43536952123891354,0.2306243822861253,0.35602528498216474
Bayern,255,Neu-Ulm,328000,289700,38300,4231200,66911,23426,8200,180762,27326000,0.15117115322910787,0,2,1.4039388561376176,1.5550874356825206,0.5011362490435329,0.29672300453696016,0.4545071038845142,1.0197055735590326,-1.2488713171453956,1.2598851474305408,0.9155147422225963,0.43182118678500464
Bayern,256,Oberallgäu,300000,268800,31199,4530000,52500,22864,9300,175341,18528000,0.10566838332164183,0,2,0.6645543369965013,0.8130537765378524,0.12120171458557978,0.5074109030202315,-0.02249681029997721,0.7795204260345372,-1.0880182392861255,0.9890820015424836,-0.13461864688877906,-0.40125745697116944
Bayern,257,Ostallgäu,329200,297500,31699,5036760,53001,22927,9876,190159,25383000,0.13348303262007058,0,2,1.4356267641008083,1.8320186577556503,0.14795389980301066,0.8647341943033058,-0.005913716759873803,0.8064450955968916,-1.0037897185161804,1.7293072396478577,0.6835973547432371,0.10798165882794679
Baden-Württemberg,258,Stuttgart I,304300,239600,64700,5020950,117459,23759,15215,159974,11455000,0.07160538587520472,0,1,0.7781026738646014,-0.22366310609488976,1.913651628523883,0.8535863506787391,2.1276452521183407,1.162021684102906,-0.22306737061559606,0.22143176305110257,-0.978855230337831,-1.0248932438178895
Baden-Württemberg,259,Stuttgart II,319500,235400,84100,5271750,123327,23759,15975,137803,14894000,0.10808182695587179,0,1,1.17948284139835,-0.37277991798042115,2.9516364149602006,1.030428803622529,2.321875976456318,1.162021684102906,-0.11193251682191857,-0.8861086441586592,-0.5683745841507407,-0.35707139195413906
Baden-Württemberg,260,Böblingen,358700,298900,59800,6348990,110479,23483,11119,194896,22854000,0.11726254002134472,0,1,2.2146211681959125,1.8817242617174943,1.6514802133930602,1.7900052151423391,1.8966073421184966,1.0440659888773531,-0.8220257405352053,1.965941532595972,0.3817347335722132,-0.188988086149851
Baden-Württemberg,261,Esslingen,245900,204100,41800,3024570,66147,23606,8606,134380,14692000,0.10933174579550528,0,1,-0.7640421803440122,-1.4840552065559292,0.688401545565549,-0.5540880361152142,0.42921871373553416,1.0966332008800452,-1.1895019084082468,-1.0571027722484618,-0.5924853984949664,-0.3341874951310512
Baden-Württemberg,262,Nürtingen,293300,250900,42400,4634140,79484,23600,10265,166609,20544000,0.1233066641057806,0,1,0.48763018420202003,0.1775321258828495,0.7205041678264661,0.5808414175719313,0.8706732417681871,1.0940689466360114,-0.9469062209823113,0.5528796274612225,0.10601205468527558,-0.07833041178858752
Baden-Württemberg,263,Göppingen,252700,216400,36299,3082939,67976,22333,9855,135938,19956000,0.1468022186585061,0,1,-0.5844773685525982,-1.0473559717483014,0.3940740038033746,-0.5129312692257562,0.48975859015239864,0.5525839254375495,-1.0068605500025847,-0.9792737183297027,0.035828100059509635,0.351833394961826
Baden-Württemberg,264,Waiblingen,317400,270500,46899,4094460,78715,23752,10791,176892,22870000,0.1292879270967596,0,1,1.1240290024627664,0.8734105813486628,0.961220330412909,0.20030579155636272,0.8452193516836771,1.1590300541515333,-0.869989203751424,1.0665613742177054,0.3836445010450231,0.031176382426509157
Baden-Württemberg,265,Ludwigsburg,324700,268100,56599,4773089,94163,23470,11364,173985,19780000,0.11368796160588557,0,1,1.316797109238843,0.7882009745569305,1.4802127236310678,0.6788162261607936,1.3565479524970852,1.0385101046819467,-0.7861993731938224,0.9213437492229474,0.014820657858600105,-0.2544325622643081
Baden-Württemberg,266,Neckar-Zaber,322100,278100,44000,4219510,89543,23329,11273,184220,24124000,0.13095212246227336,0,1,1.2481399753185967,1.1432410028558149,0.8061111605222449,0.288480228321199,1.203626012067389,0.9782501299471533,-0.7995063096349074,1.4326276817380306,0.5333225267265036,0.06164498073089585
Baden-Württemberg,267,Heilbronn,351700,294800,56899,6365770,111840,29506,14771,183282,30088000,0.16416232908850842,0,1,2.0297750384106337,1.7361578501149517,1.4962640347615264,1.8018370188121828,1.9416564245697556,3.618149874179907,-0.2879935220424287,1.3857703951040152,1.2451883522164153,0.669667612129137
Baden-Württemberg,268,Schwäbisch Hall – Hohenlohe,301800,274600,27199,4164840,73035,21905,9355,169459,24801000,0.14635398532978477,0,1,0.7120861989412874,1.0189769929512054,-0.09281576715386715,0.24993167607862724,0.6572114249216264,0.36966712269647484,-1.0799755853931619,0.6952498480443184,0.6141295629197749,0.34362700193703116
Baden-Württemberg,269,Backnang – Schwäbisch Gmünd,241500,213600,27900,3067049,56028,22927,7969,135304,19437000,0.14365428959971618,0,1,-0.8802311762090447,-1.146767179671989,-0.055309203479029075,-0.5241355219262219,0.09427994420997253,0.8064450955968916,-1.2826504634958422,-1.0109448481015213,-0.02611998233976336,0.2942001459031339
Baden-Württemberg,270,Aalen – Heidenheim,303800,270500,33300,5468400,70481,22109,12455,168210,20614000,0.12254919445930681,0,1,0.7648993788799386,0.8734105813486628,0.23361439686922428,1.1690893633170918,0.5726740578529157,0.4568517669936226,-0.6266623659715828,0.6328567233045687,0.11436728737881914,-0.09219839800248421
Baden-Württemberg,271,Karlsruhe-Stadt,307800,252300,55500,7695000,93878,21417,14466,160690,16712000,0.1040014935590267,0,1,0.8705257387572409,0.22723772984469331,1.4214114205231547,2.7390949682797827,1.3471144561718766,0.16110777751506253,-0.33259369363068086,0.25719915881864525,-0.3513772550527092,-0.4317753851226733
Baden-Württemberg,272,Karlsruhe-Land,281100,250100,31000,3176430,58187,22619,9276,167216,20887000,0.12491029566548656,0,1,0.16546978657624803,0.14912892361893876,0.1105543448690423,-0.4470095077896801,0.16574281637181534,0.6748133777364921,-1.0915277609848733,0.5832019867222538,0.14695269488363905,-0.04897063418469192
Baden-Württemberg,273,Rastatt,281600,245800,35800,4336640,68428,23075,9856,155235,19700000,0.12690437079266917,0,1,0.17867308156091083,-0.0035382885495814937,0.3673753229563786,0.37107016657202085,0.5047197843243083,0.8696967002830577,-1.0067143199318034,-0.015302438823736676,0.005271820494550317,-0.012462496199258264
Baden-Württemberg,274,Heidelberg,317100,269300,47800,3488100,81494,22796,13635,177832,16849000,0.0947467272481893,0,1,1.1161070254719687,0.8308057779527966,1.0094277681747195,-0.22724679922113533,0.9372042158512367,0.7504588779354879,-0.4541108824498203,1.1135185697784458,-0.335024871066774,-0.6012144804171272
Baden-Württemberg,275,Mannheim,305800,236600,69200,6085420,111311,19846,17430,142721,18308000,0.1282782491714604,0,1,0.8177125588185897,-0.33017511458455506,2.1544212954807604,1.6041584634581496,1.9241465313906843,-0.510299458714443,0.10083223616466135,-0.6404325933419343,-0.16087794963991597,0.01269088982134845
Baden-Württemberg,276,Odenwald – Tauber,275100,253300,21800,4098990,49793,21164,9903,161214,22288000,0.13825102038284517,0,1,0.00703024676029459,0.26274173267458173,-0.3816858631316856,0.20349995547915126,-0.1120984753959052,0.052981723558305736,-0.9998415066050892,0.28337529762058994,0.31417670922156093,0.19527543867774347
Baden-Württemberg,277,Rhein-Neckar,268900,239000,29899,3925939,56737,23240,11024,154652,20942000,0.1354137030235626,0,1,-0.15669061104952398,-0.24496550779282283,0.05164603302025953,0.0814793680613849,0.11774783506812285,0.940213691993986,-0.835917597259415,-0.04442589096406824,0.15351752057142326,0.14332896371844328
Baden-Württemberg,278,Bruchsal – Schwetzingen,266800,235300,31500,3841920,55761,22879,9604,152694,22794000,0.1492789500569767,0,1,-0.21214444998510767,-0.37633031826341,0.13730653008647317,0.0222364412117665,0.0854422476526719,0.7859310616446216,-1.0435642977686543,-0.1422367302278233,0.37457310554917583,0.3971781517443724
Baden-Württemberg,279,Pforzheim,318300,267400,50900,5665740,98991,22911,13686,166072,27105000,0.16321234163495352,0,1,1.1477949334351594,0.7633481725760086,1.1752913165227907,1.3082364512912845,1.5163546902448282,0.7996070842794682,-0.4466531488399814,0.5260540806355655,0.8891360790044087,0.6522749509570301
Baden-Württemberg,280,Calw,271600,239900,31700,4209800,62468,22863,9234,151600,22714000,0.14982849604221635,0,1,-0.08539281813234492,-0.21301190524592323,0.14800740417344552,0.2816335767339414,0.30744386117257916,0.7790930503271982,-1.0976694239576816,-0.19688691314638715,0.36502426818512607,0.4072394079051755
Baden-Württemberg,281,Freiburg,313800,268900,44900,5114940,79391,21003,15062,179518,14101000,0.07854922626143339,0,1,1.0289652785731944,0.8166041768208413,0.8542650939136204,0.9198599637257361,0.8675949429673295,-0.01582576532326677,-0.24544057144511272,1.1977417950076035,-0.6630274345218842,-0.89776328792328
Baden-Württemberg,282,Lörrach – Müllheim,318700,278300,40399,5704730,70432,23142,10517,175691,18457000,0.10505375915670126,0,1,1.1583575694228896,1.1503418034217925,0.6134419225863077,1.3357288246576255,0.5710521584847219,0.898330872674768,-0.9100562431454603,1.006566063719355,-0.14309324004937327,-0.4125101843719347
Baden-Württemberg,283,Emmendingen – Lahr,289200,263200,26000,4424760,52345,21513,9254,166443,19139000,0.1149883143178145,0,1,0.3793631653277852,0.6142313606904772,-0.15696750730526637,0.43320476367491867,-0.027627308301406407,0.20213584541960267,-1.0947448225420586,0.5445871865430492,-0.06168940152084882,-0.23062530666511272
Baden-Württemberg,284,Offenburg,272300,246200,26100,3104220,57727,21662,9530,153635,17799000,0.1158525075666352,0,1,-0.06690820515381701,0.010663312582373878,-0.1516170702617802,-0.4979257499231374,0.15051682230305774,0.2658148258131076,-1.05438532300646,-0.09522958020372038,-0.22163242736868274,-0.2148033920622247
Baden-Württemberg,285,Rottweil – Tuttlingen,274100,242700,31400,3919630,72362,23526,7948,150048,20927000,0.1394687033482619,0,1,-0.019376343209030984,-0.11360069732223563,0.131956093042987,0.07703080731328932,0.634935133599292,1.0624431442929285,-1.2857212949822465,-0.27441624028497136,0.15172711356566393,0.21756915124551196
Baden-Württemberg,286,Schwarzwald-Baar,230300,200300,30000,4145400,59878,22805,7830,123726,15348000,0.12404830027641725,0,1,-1.1759849838654912,-1.6189704173095052,0.05704997443418056,0.2362242706351373,0.2217148945680526,0.7543052593015386,-1.3029764433344226,-1.5893176249124283,-0.5141849321097581,-0.0647523096982986
Baden-Württemberg,287,Konstanz,280300,243100,37200,4765100,66711,22339,10371,157257,16188000,0.10293977374616074,0,1,0.14434451460078757,-0.09939909619028026,0.44228144156518506,0.6731830748188162,0.4478871064633152,0.5551481796815834,-0.9314058334795089,0.08570548609521773,-0.41392213978723535,-0.4512136765398801
Baden-Württemberg,288,Waldshut,245800,215600,30200,4154019,51618,22429,8357,135128,13299000,0.09841779645965307,0,1,-0.7666828393409447,-1.075759174012212,0.06775084852115291,0.24230164344982041,-0.05169099892746464,0.5936119933420897,-1.2259131960327543,-1.0197368336533195,-0.7587545290964833,-0.5340034212653308
Baden-Württemberg,289,Reutlingen,282100,242800,39300,4400760,73346,23126,10437,156066,20174000,0.1292658234336755,0,1,0.1918763765455736,-0.11005029703924679,0.5546406194783947,0.416282040905178,0.6675055209115909,0.8914928613573446,-0.9217546488079527,0.02620972023049236,0.06184868187654531,0.030771701794943183
Baden-Württemberg,290,Tübingen,270900,238000,32899,3467520,60681,21953,8397,158407,15885000,0.10027965935848794,0,1,-0.10387743111087283,-0.28046951062271125,0.21215914432484473,-0.24175803399618798,0.24829418421416644,0.3901811566487449,-1.220063993201508,0.14315311896208102,-0.45008836130357394,-0.49991586523796044
Baden-Württemberg,291,Ulm,314700,271300,43399,4846380,79619,22957,10385,175842,20430000,0.11618384686252431,0,1,1.0527312095455874,0.9018137836125735,0.7739550338908929,0.730494695932338,0.8751417400274963,0.8192663668170604,-0.9293586124885728,1.014109187687091,0.09240496144150463,-0.20873713078178494
Baden-Württemberg,292,Biberach,222800,203600,19200,4077240,42332,21938,5792,130272,16235000,0.12462386391549987,0,1,-1.374034408635433,-1.5018072079708733,-0.5207972262623262,0.1881637379690738,-0.35905747919373254,0.3837705210386605,-1.6009933275864157,-1.2623157077415699,-0.4083121978358561,-0.054214714364708934
Baden-Württemberg,293,Bodensee,233300,206500,26800,3172880,52259,23541,7232,135934,14163000,0.104190268806921,0,1,-1.0967652139575144,-1.3988455997641969,-0.11416401095737698,-0.4495126605327043,-0.03047390719252196,1.068853779903013,-1.3904220256615532,-0.9794735361831526,-0.6556270855647456,-0.42831923008397277
Baden-Württemberg,294,Ravensburg,250500,226500,24000,3632250,50350,22091,7515,144785,14899000,0.10290430638532998,0,1,-0.6425718664851146,-0.6887655431664282,-0.2639762481749898,-0.12560469558538043,-0.09366178257786607,0.44915900426152133,-1.3490389156304863,-0.5373265809617552,-0.5677777818154875,-0.45186302384156285
Baden-Württemberg,295,Zollernalb – Sigmaringen,249100,221000,28099,5455290,55549,22823,8469,137726,18813000,0.1365973018892584,0,1,-0.6795410924421703,-0.8840375587308146,-0.04466183376249159,1.1598453260041208,0.07842505038620101,0.7619980220336398,-1.2095354281052648,-0.8899551378375709,-0.1006009137793517,0.1649986541524627
Saarland,296,Saarbrücken,269800,235000,34800,3129680,53960,18923,25361,145431,14043000,0.09656125585329126,0,12,-0.13292468007713096,-0.38698151911237655,0.31387095252151687,-0.4799735615182375,0.025829170874775233,-0.9047672365883028,1.2605829275299985,-0.5050559976295869,-0.6699503416108202,-0.5679935351324955
Saarland,297,Saarlouis,265500,240800,24699,3902850,42745,18991,14602,157540,15497000,0.09836866827472387,0,12,-0.24647301694523094,-0.18105830269902365,-0.22657669324102148,0.06519900364344562,-0.3453871845189567,-0.8757056884892536,-0.3127064040044438,0.09984259922680234,-0.4964002225192154,-0.5349028751173545
Saarland,298,St. Wendel,216700,205500,11199,2188669,28387,21924,13218,138710,12628000,0.09103885804916732,0,12,-1.535114607448319,-1.4343496025940852,-0.9488856941116549,-1.1434930730297557,-0.8206367993868303,0.37778726113591504,-0.5150888219655617,-0.8407999458888809,-0.8388454024874509,-0.6690992850087636
Saarland,299,Homburg,243700,223000,20699,3216839,37773,20506,16815,143523,16744000,0.11666422803313754,0,12,-0.8221366782765285,-0.8130295530710377,-0.4405941749804684,-0.418516578439578,-0.509960320409963,-0.22823149187072972,0.01090074263425128,-0.6003691137252174,-0.34755772010708935,-0.19994216522442856
